modelo,semanas_bloque_prueba,semanas_observadas_evaluadas,RMSE,MAE,MAPE,sMAPE
"ARIMA(3,0,0)",8,7,30.233986959056406,28.890216530955115,10.31522155474395,10.02556210858312
