semana_fin,horas_validas,nox_media_mg_nm3,nox_mediana_mg_nm3,nox_sd_mg_nm3,nox_min_mg_nm3,nox_max_mg_nm3,horas_esperadas,cobertura,semana_utilizable,semana_completa_en_periodo,usar_modelamiento
2023-03-19,165,317.41932067871096,291.0710144042969,56.38263676853827,247.4640045166016,514.572998046875,168,0.9821428571428571,True,True,True
2023-03-26,164,281.3284680436297,278.13951110839844,25.975400642669715,207.23199462890625,351.7569885253906,168,0.9761904761904762,True,True,True
2023-04-02,155,343.2963875063004,348.3680114746094,77.14029722905596,209.3580017089844,499.2309875488281,168,0.9226190476190477,True,True,True
2023-04-09,168,392.91757151058744,403.57899475097656,69.16304132722819,18.2549991607666,665.8259887695312,168,1.0,True,True,True
2023-04-16,168,390.4129764920189,394.53749084472656,65.2692019380701,241.9640045166016,559.3099975585938,168,1.0,True,True,True
2023-04-23,166,340.94092743655284,341.9134979248047,34.57729141718704,254.4850006103516,426.3659973144531,168,0.9880952380952381,True,True,True
2023-04-30,166,342.46443884056737,350.427490234375,37.44363449353809,238.19400024414065,403.8900146484375,168,0.9880952380952381,True,True,True
2023-05-07,168,367.95272645496186,362.36151123046875,29.489065008629908,295.29400634765625,462.1289978027344,168,1.0,True,True,True
2023-05-14,168,381.3851955958775,374.1600036621094,26.771813768923558,319.593994140625,459.031005859375,168,1.0,True,True,True
2023-05-21,164,369.554432566573,369.1330108642578,31.04554168143142,270.0350036621094,482.6050109863281,168,0.9761904761904762,True,True,True
2023-05-28,167,382.63082154782234,375.5159912109375,38.35380689565476,282.47100830078125,476.0150146484375,168,0.9940476190476191,True,True,True
2023-06-04,168,376.56885183425175,376.6654968261719,27.499995275415884,281.4760131835937,464.2860107421875,168,1.0,True,True,True
2023-06-11,167,372.6174493664039,366.7070007324219,34.852827821970024,305.0899963378906,480.33599853515625,168,0.9940476190476191,True,True,True
2023-06-18,167,367.71244364298747,363.9599914550781,32.587087075470244,284.2260131835937,500.9939880371094,168,0.9940476190476191,True,True,True
2023-06-25,129,357.00961256396863,351.3559875488281,32.48580136710608,282.2929992675781,460.93499755859375,168,0.7678571428571429,True,True,True
2023-07-02,160,370.87270603179934,350.7594909667969,61.38015049289282,224.13499450683597,545.5960083007812,168,0.9523809523809523,True,True,True
2023-07-09,168,346.4440349397205,344.9980010986328,43.26588341050399,267.48699951171875,469.9639892578125,168,1.0,True,True,True
2023-07-16,160,336.9936002731323,345.6080017089844,43.62930954228599,214.43299865722656,436.4530029296875,168,0.9523809523809523,True,True,True
2023-07-23,163,377.28526989521424,379.3699951171875,29.379305666239457,295.4259948730469,439.875,168,0.9702380952380952,True,True,True
2023-07-30,166,365.3487292370164,361.7304992675781,47.95251497608432,219.9069976806641,468.5929870605469,168,0.9880952380952381,True,True,True
2023-08-06,158,360.4261770127695,359.89599609375,32.533885521246326,307.4469909667969,465.5280151367188,168,0.9404761904761905,True,True,True
2023-08-13,145,392.0263029953529,391.0669860839844,34.259484015370454,279.1340026855469,468.4830017089844,168,0.8630952380952381,True,True,True
2023-08-20,153,373.69901400298073,380.1610107421875,57.73027957445997,201.31300354003903,507.822998046875,168,0.9107142857142857,True,True,True
2023-08-27,97,349.09781387171796,355.7090148925781,32.963412844493014,273.3349914550781,423.2330017089844,168,0.5773809523809523,False,True,False
2023-09-03,168,372.54227974301295,375.4804992675781,37.71019214385413,268.8999938964844,511.9200134277344,168,1.0,True,True,True
2023-09-10,168,367.59660085042316,369.5865020751953,34.55121655093878,278.2080078125,454.6369934082031,168,1.0,True,True,True
2023-09-17,168,373.2163395654587,371.24900817871094,42.05511509413019,236.4290008544922,465.0490112304688,168,1.0,True,True,True
2023-09-24,168,310.32932154337567,306.90550231933594,27.890970395530925,221.1540069580078,400.9549865722656,168,1.0,True,True,True
2023-10-01,160,331.8260194778442,327.1634979248047,35.743322515870084,261.5509948730469,448.10400390625,168,0.9523809523809523,True,True,True
2023-10-08,168,341.5153161003476,343.87599182128906,48.455354265561795,190.01400756835935,420.9670104980469,168,1.0,True,True,True
2023-10-15,168,325.7990719023205,325.1475067138672,34.845344183200574,209.06399536132807,431.5010070800781,168,1.0,True,True,True
2023-10-22,168,320.4838262285505,322.8040008544922,43.727314995794195,173.51100158691406,398.1409912109375,168,1.0,True,True,True
2023-10-29,167,384.9205632009906,393.1480102539063,48.533430516509526,193.4759979248047,492.8089904785156,168,0.9940476190476191,True,True,True
2023-11-05,165,403.6725029222893,401.6159973144531,24.87743500117316,319.2070007324219,473.0130004882813,168,0.9821428571428571,True,True,True
2023-11-12,168,366.5647197905041,368.1239929199219,28.374231211006876,256.3420104980469,460.3909912109375,168,1.0,True,True,True
2023-11-19,168,374.8631855192639,374.58900451660156,31.292101998490754,291.4599914550781,479.64300537109375,168,1.0,True,True,True
2023-11-26,168,385.18268439883275,372.8504943847656,35.73769169888115,318.8059997558594,470.55999755859375,168,1.0,True,True,True
