modelo,semanas_bloque_prueba,semanas_observadas_evaluadas,RMSE,MAE,MAPE,sMAPE
"ARIMA(3,0,0)",8,7,30.233987080982438,28.890216535313836,10.315221585708196,10.02556211175941
