semana_fin,pronostico_nox_mg_nm3,limite_inferior_95,limite_superior_95,modelo,metodo_intervalo
2025-10-05,308.1826018516743,252.89576901130494,363.46943469204365,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-10-12,313.6849324725781,247.37620137128152,379.9936635738747,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-10-19,314.14733207648817,244.30122523328419,383.99343891969215,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-10-26,312.1985373794946,236.93352709101865,387.4635476679706,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-11-02,312.3847161009121,232.21554745962,392.5538847422042,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-11-09,312.7145956138477,229.28823016149852,396.14096106619684,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-11-16,312.39552651628526,226.17746065479355,398.61359237777697,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
2025-11-23,312.2211691027333,223.49253542578145,400.94980277968517,"ARIMA(3,0,0)","Intervalo predictivo del modelo, 95%"
